marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(_),type_2
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73H3BCZ98,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73H3BDZ99,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B0R75,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B0T82,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B1T83,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B2W18,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B3R78,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B3W19,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B3Y62,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B4R79,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B4Y63,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B5T78,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B6T79,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B8Y58,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B9A02,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3B9Y59,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BAA03,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BCB22,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BDB23,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BFC42,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BGC43,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BHB18,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BJB19,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BJD62,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BJD63,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BKC38,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BLC39,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BND58,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BPD59,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BXW22,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BYW23,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73I3BZR74,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3B6X92,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3B7X93,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BAX96,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BBB02,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BBX97,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BCB03,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BPA98,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43,MMB73J3BQA99,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B3Y54,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B3Z62,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B4Y55,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B4Z63,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B7Y58,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B7Z66,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B8Y59,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73H3B8Z67,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73H3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B0R39,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B0T46,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B0Y23,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B1T47,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B2V82,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B3V83,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B3Y26,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B4Y27,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B6V86,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3B7V87,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BBC02,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BCC03,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BED22,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BFC06,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BFD23,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BGC07,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BHA82,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BHE42,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BJA83,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BJD26,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BJD27,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BJE43,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BLA86,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BLE46,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BMA87,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BME47,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BUR42,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BVR43,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BWT42,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BXT43,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BZR38,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73I3BZY22,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BDD02,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BED03,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BGA62,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BHA63,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BHD06,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BJD07,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BKA66,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311 CDI 43 L,MMB73J3BLA67,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73J3B
MERCEDES-BENZ,SPRINTER 311CDI 43,MMB73I3B0P77,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311CDI 43,MMB73I3BXP74,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311CDI 43,MMB73I3BYP75,9.0,80.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 311CDI 43,MMB73I3BZP76,9.0,80.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB73I3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3B0O49,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BNG62,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BPE92,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BPE93,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BPG63,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BPG64,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BQE94,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BQG65,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BRE95,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BRI46,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BSI47,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BTI48,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BTK46,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BUI49,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BUK47,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BVK48,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BVM46,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BWK49,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BWM47,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BXM48,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BXO46,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BYM49,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BYO47,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56J3BZO48,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BMH32,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BNH33,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BNI50,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BPH34,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BPH35,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BPI51,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BRJ80,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BRL24,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BSJ81,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BSL25,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BTL26,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BTM70,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BUI48,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BUL27,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BUM71,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BVI49,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BVM72,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BVO16,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BWM73,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BWO17,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BXO18,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BYJ78,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BYO19,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB56K3BZJ79,11.0,110.0,M 6,11.9,7.8,9.3,247.0,GO,F,  1600,MMB56K3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B0K96,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B0M94,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B1K97,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B1M95,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B2M96,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B2O94,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B3M97,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B3O95,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B4O96,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3B5O97,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BKH02,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BLF32,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BLH03,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BLJ10,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BMF33,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BMH04,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BMJ11,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BNF34,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BNH05,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BNH14,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BNJ12,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BNL10,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BPF35,11.0,110.0,A 5,11.5,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BPF44,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BPF45,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
MERCEDES-BENZ,SPRINTER 315 CDI 32,MMB76J3BPH15,11.0,110.0,A 5,11.7,7.9,9.3,247.0,GO,F,  1600,MMB76J3B
