marque,modele_version,mine,cnit,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,mois_annee
SKODA,FABIA COMBI 1.4L (100ch),MSK1324E3184,6YSEBBZX01NFM5FM52T011LALLE0GGS4,ES,6,74.0,M 5,9.0,5.4,6.7,161.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (100ch),MSK1324E3209,6YSE1BBZX01NFM5FM52T011LALLE0GGS5,ES,6,74.0,M 5,9.0,5.4,6.7,161.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (100ch),MSK1324E4185,6YSEBBZX01NFM5FM52T011LALLE0GGS5,ES,6,74.0,M 5,9.0,5.4,6.7,161.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch),MSK1124EP190,6YSEBKYX01NFM5FM52T008KALLE0GGS4,ES,5,55.0,M 5,8.6,5.3,6.5,154.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch),MSK1124EP251,6YSEBKYX01PFM5FM52T008LALLE0GGS5,ES,5,55.0,M 5,8.7,5.7,6.8,161.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch),MSK1124EQ191,6YSEBKYX01NFM5FM52T008LALLE0GGS4,ES,5,55.0,M 5,8.7,5.4,6.6,156.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch),MSK1124ER192,6YSEBKYX01NFM5FM52T008LALLE0GGS5,ES,5,55.0,M 5,8.7,5.4,6.6,156.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch) BVA,MSK3124ER186,6YSEBKYX01NFA4FA401007LALLE0GGS4,ES,6,55.0,A 4,10.3,6.0,7.6,182.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch) BVA,MSK3124ES187,6YSEBKYX01NFA4FA401007LALLE0GGS5,ES,6,55.0,A 4,10.3,6.0,7.6,182.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch) BVA,MSK3124ET188,6YSEBKYX01NFA4FA401007MALLE0GGS4,ES,6,55.0,A 4,10.4,6.1,7.7,185.0,Janvier 2006
SKODA,FABIA COMBI 1.4L (75ch) BVA,MSK3124EU189,6YSEBKYX01NFA4FA401007MALLE0GGS5,ES,6,55.0,A 4,10.4,6.1,7.7,185.0,Janvier 2006
SKODA,FABIA COMBI 1.4TDI (80ch),MSK5124E6256,6YSEBNVX01NFM5FM52R014LALLE0GGS4,GO,5,59.0,M 5,5.7,4.1,4.6,124.0,Janvier 2006
SKODA,FABIA COMBI 1.4TDI (80ch),MSK5124E7257,6YSEBNVX01NFM5FM52R014LALLE0GGS5,GO,5,59.0,M 5,5.7,4.1,4.6,124.0,Janvier 2006
SKODA,FABIA COMBI 1.4TDI (80ch),MSK5124E8258,6YSEBNVX01NFM5FM52R014MALLE0GGS4,GO,5,59.0,M 5,5.8,4.2,4.7,127.0,Janvier 2006
SKODA,FABIA COMBI 1.4TDI (80ch),MSK5124E9259,6YSEBNVX01NFM5FM52R014MALLE0GGS5,GO,5,59.0,M 5,5.8,4.2,4.7,127.0,Janvier 2006
SKODA,FABIA COMBI 1.9TDI (100ch),MSK5324EH247,6YSEAXRX01NFM5FM52R011LALLE0GGS4,GO,6,74.0,M 5,6.4,4.0,4.9,132.0,Janvier 2006
SKODA,FABIA COMBI 1.9TDI (100ch),MSK5324EJ248,6YSEAXRX01NFM5FM52R011LALLE0GGS5,GO,6,74.0,M 5,6.4,4.0,4.9,132.0,Janvier 2006
SKODA,FABIA COMBI 1.9TDI (100ch),MSK5324EJ249,6YSEAXRX01NFM5FM52R011MALLE0GGS4,GO,6,74.0,M 5,6.5,4.1,5.0,135.0,Janvier 2006
SKODA,FABIA COMBI 1.9TDI (100ch),MSK5324EK250,6YSEAXRX01NFM5FM52R011MALLE0GGS5,GO,6,74.0,M 5,6.5,4.1,5.0,135.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6FSI (115ch),MSK1412CT850,1ZAABLFX01FM5FM5AF008M,ES,7,85.0,M 5,8.7,5.4,6.6,158.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6FSI (115ch),MSK1412CU851,1ZAABLFX01FM5FM5AF008N,ES,7,85.0,M 5,9.0,5.5,6.8,163.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6FSI (115ch),MSK1412CV852,1ZAABLFX01FM5FM5AF008O,ES,7,85.0,M 5,9.1,5.6,7.0,168.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6L (102ch),MSK1322C2092,1ZAABSEX01FM5FM5AF006M,ES,7,75.0,M 5,9.7,5.7,7.2,173.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6L (102ch),MSK1322C3093,1ZAABSEX01FM5FM5AF006N,ES,7,75.0,M 5,9.8,5.9,7.3,175.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.6L (102ch),MSK1322C4094,1ZAABSEX01FM5FM5AF006O,ES,7,75.0,M 5,9.9,6.0,7.4,178.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.9TDI (105ch),MSK5312CQ845,1ZAABKCX01FM5FM5A4009M,GO,6,77.0,M 5,6.3,4.1,4.9,132.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.9TDI (105ch),MSK5312CR846,1ZAABKCX01FM5FM5A4009N,GO,6,77.0,M 5,6.6,4.2,5.1,138.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.9TDI (105ch),MSK5312CS847,1ZAABKCX01FM5FM5A4009O,GO,6,77.0,M 5,6.9,4.4,5.3,143.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.9TDI (105ch) BVA,MSK7312CU843,1ZAABKCX01DQ6FA62E011N,GO,6,77.0,A 6,7.7,4.7,5.8,157.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 1.9TDI (105ch) BVA,MSK7312CV844,1ZAABKCX01DQ6FA62E011O,GO,6,77.0,A 6,7.9,4.9,6.0,162.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0 T-FSI (200ch),MSK1822CK218,1ZAABWAX01FM6FM62Q011N,ES,12,147.0,M 6,10.9,6.0,7.8,187.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0 T-FSI (200ch),MSK1822CL219,1ZAABWAX01FM6FM62Q011O,ES,12,147.0,M 6,10.9,6.2,7.9,190.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0FSI (150ch),MSK1622CT308,1ZAABVYX01FM6FM62S008M,ES,9,110.0,M 6,10.3,5.7,7.4,178.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0FSI (150ch),MSK1622CU309,1ZAABVYX01FM6FM62S008N,ES,9,110.0,M 6,10.5,5.8,7.6,182.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0FSI (150ch),MSK1622CV310,1ZAABVYX01FM6FM62S008O,ES,9,110.0,M 6,10.6,5.9,7.7,185.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (136ch),MSK5512CM918,1ZAAAZVX01FM6FM62Q009N,GO,7,100.0,M 6,6.8,4.5,5.4,140.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (136ch),MSK5512CN919,1ZAAAZVX01FM6FM62Q009O,GO,7,100.0,M 6,6.9,4.6,5.5,142.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch),MSK5612CN848,1ZAABKDX01FM6FM62Q009N,GO,8,103.0,M 6,6.9,4.7,5.5,149.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch),MSK5612CP849,1ZAABKDX01FM6FM62Q009O,GO,8,103.0,M 6,7.1,4.8,5.7,154.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch),MSK5622C1304,1ZAABMMX01FM6FM62Q009N,GO,8,103.0,M 6,7.2,4.7,5.6,151.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch),MSK5622C2305,1ZAABMMX01FM6FM62Q009O,GO,8,103.0,M 6,7.3,4.8,5.7,154.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch) BVA,MSK7612C8888,1ZAABKDX01DQ6FA62E018N,GO,8,103.0,A 6,7.9,4.9,6.0,162.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch) BVA,MSK7612C9889,1ZAABKDX01DQ6FA62E018O,GO,8,103.0,A 6,8.0,5.0,6.1,165.0,Janvier 2006
SKODA,NOUVELLE OCTAVIA 2.0TDI (140ch) BVA,MSK7612CA890,1ZAABKDX01DQ6FA62E018P,GO,8,103.0,A 6,8.1,5.1,6.2,168.0,Janvier 2006
SKODA,OCTAVIA 1.9TDI (100ch),MSK5322C5302,1USTAXRX01FM5FM52J067M0GGS5,GO,6,74.0,M 5,6.5,4.3,5.1,138.0,Janvier 2006
SKODA,OCTAVIA 1.9TDI (100ch),MSK5322C6303,1USTAXRX01FM5FM52J067N0GGS5,GO,6,74.0,M 5,6.6,4.4,5.2,140.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6FSI (115ch),MSK1414CB864,1ZACBLFX01FM5FM5AF008M,ES,7,85.0,M 5,8.7,5.4,6.6,158.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6FSI (115ch),MSK1414CC865,1ZACBLFX01FM5FM5AF008N,ES,7,85.0,M 5,9.0,5.5,6.8,163.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6FSI (115ch),MSK1414CD866,1ZACBLFX01FM5FM5AF008O,ES,7,85.0,M 5,9.1,5.6,7.0,168.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6L (102ch),MSK1324CW107,1ZACBSEX01FM5FM5AF006M,ES,7,75.0,M 5,9.7,5.7,7.2,173.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6L (102ch),MSK1324CX108,1ZACBSEX01FM5FM5AF006N,ES,7,75.0,M 5,9.8,5.9,7.3,175.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.6L (102ch),MSK1324CY109,1ZACBSEX01FM5FM5AF006O,ES,7,75.0,M 5,9.9,6.0,7.4,178.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch),MSK5314C9860,1ZACBKCX01FM5FM5A4009N,GO,6,77.0,M 5,6.6,4.2,5.1,138.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch),MSK5314CA861,1ZACBKCX01FM5FM5A4009O,GO,6,77.0,M 5,6.9,4.4,5.3,143.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch),MSK6314CW905,1ZACBKCX11AM6AM62Q006O,GO,6,77.0,M 6,7.7,4.9,5.9,159.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch),MSK6314CX906,1ZACBKCX11AM6AM62Q006P,GO,6,77.0,M 6,7.8,5.0,6.0,162.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch) BVA,MSK7314CX903,1ZACBKCX01DQ6FA62E011N,GO,6,77.0,A 6,7.7,4.7,5.8,157.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch) BVA,MSK7314CY904,1ZACBKCX01DQ6FA62E011O,GO,6,77.0,A 6,7.9,4.9,6.0,162.0,Janvier 2006
SKODA,OCTAVIA COMBI 1.9TDI (105ch) BVA,MSK7324C0032,1ZACBKCX01DQ6FA62E011P,GO,7,77.0,A 6,8.1,5.1,6.2,167.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0 T-FSI (200ch),MSK1824CQ220,1ZACBWAX01FM6FM62Q011N,ES,12,147.0,M 6,10.9,6.0,7.8,187.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0 T-FSI (200ch),MSK1824CR221,1ZACBWAX01FM6FM62Q011O,ES,12,147.0,M 6,10.9,6.2,7.9,190.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0FSI (150ch),MSK1624C7318,1ZACBVYX01FM6FM62S008N,ES,9,110.0,M 6,10.5,5.8,7.6,182.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0FSI (150ch),MSK1624C8319,1ZACBVYX01FM6FM62S008O,ES,9,110.0,M 6,10.6,5.9,7.7,185.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0FSI (150ch),MSK2624C5313,1ZACBVXX11AM6AM62S018N,ES,10,110.0,M 6,11.6,6.6,8.4,202.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0FSI (150ch),MSK2624C6314,1ZACBVXX11AM6AM62S018O,ES,10,110.0,M 6,11.8,6.8,8.6,206.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0FSI (150ch),MSK2624C7315,1ZACBVXX11AM6AM62S018P,ES,10,110.0,M 6,12.0,7.0,8.9,214.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (136ch),MSK5514CS920,1ZACAZVX01FM6FM62Q009N,GO,7,100.0,M 6,6.8,4.5,5.4,140.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (136ch),MSK5514CT921,1ZACAZVX01FM6FM62Q009O,GO,7,100.0,M 6,6.9,4.6,5.5,142.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch),MSK5614C5862,1ZACBKDX01FM6FM62Q009N,GO,8,103.0,M 6,6.9,4.7,5.5,149.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch),MSK5614C6863,1ZACBKDX01FM6FM62Q009O,GO,8,103.0,M 6,7.1,4.8,5.7,154.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch),MSK5624CC311,1ZACBMMX01FM6FM62Q009N,GO,8,103.0,M 6,7.2,4.7,5.6,151.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch),MSK5624CD312,1ZACBMMX01FM6FM62Q009O,GO,8,103.0,M 6,7.3,4.8,5.7,154.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch) BVA,MSK7614CV907,1ZACBKDX01DQ6FA62E018N,GO,8,103.0,A 6,7.9,4.9,6.0,162.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch) BVA,MSK7614CW908,1ZACBKDX01DQ6FA62E018O,GO,8,103.0,A 6,8.0,5.0,6.1,165.0,Janvier 2006
SKODA,OCTAVIA COMBI 2.0TDI (140ch) BVA,MSK7614CX909,1ZACBKDX01DQ6FA62E018P,GO,8,103.0,A 6,8.1,5.1,6.2,168.0,Janvier 2006
SKODA,SUPERB 1.9TDI (100ch),MSK5312FM450,3USTAVBX01FM5FM512062O,GO,6,74.0,M 5,7.1,4.6,5.5,149.0,Janvier 2006
SKODA,SUPERB 1.9TDI (100ch),MSK5312FN451,3USTAVBX01FM5FM512062P,GO,6,74.0,M 5,7.2,4.7,5.6,151.0,Janvier 2006
SKODA,SUPERB 1.9TDI (105ch),MSK5322FY328,3USTBSVX01FM5FM512062O,GO,6,77.0,M 5,7.4,4.9,5.8,157.0,Janvier 2006
SKODA,SUPERB 1.9TDI (105ch),MSK5322FZ329,3USTBSVX01FM5FM512062P,GO,6,77.0,M 5,7.5,5.0,5.9,159.0,Janvier 2006
SKODA,SUPERB 1.9TDI (130ch),MSK5512FS339,3USTAWXX01FM5FM51W052O,GO,7,96.0,M 5,7.7,4.6,5.7,152.0,Janvier 2006
SKODA,SUPERB 1.9TDI (130ch),MSK5512FT340,3USTAWXX01FM5FM51W052P,GO,7,96.0,M 5,7.8,4.7,5.8,154.0,Janvier 2006
SKODA,SUPERB 1.9TDI (130ch) BVA,MSK7512FB607,3USTAVFX01FA5FA51V022O,GO,8,96.0,A 5,10.0,5.5,7.1,192.0,Janvier 2006
SKODA,SUPERB 1.9TDI (130ch) BVA,MSK7512FC608,3USTAVFX01FA5FA51V022P,GO,8,96.0,A 5,10.1,5.6,7.2,194.0,Janvier 2006
SKODA,SUPERB 2.0TDI (140ch),MSK5622FU330,3USTBSSX01FM6FM6A2002O,GO,8,103.0,M 6,8.4,5.0,6.3,170.0,Janvier 2006
SKODA,SUPERB 2.0TDI (140ch),MSK5622FV331,3USTBSSX01FM6FM6A2002P,GO,8,103.0,M 6,8.5,5.1,6.4,173.0,Janvier 2006
SKODA,SUPERB 2.5L V6 TDI (163ch),MSK5712FU551,3USTBDGX01FM6FM6A2002P,GO,10,120.0,M 6,9.9,5.3,6.9,186.0,Janvier 2006
SKODA,SUPERB 2.5L V6 TDI (163ch),MSK5712FV552,3USTBDGX01FM6FM6A2002Q,GO,10,120.0,M 6,10.0,5.5,7.1,192.0,Janvier 2006
SKODA,SUPERB 2.5L V6 TDI (163ch) BVA,MSK7722F5070,3USTBDGX01FA5FA51V039P,GO,10,120.0,A 5,11.5,5.7,7.8,211.0,Janvier 2006
SKODA,SUPERB 2.5L V6 TDI (163ch) BVA,MSK7722F6071,3USTBDGX01FA5FA51V039Q,GO,11,120.0,A 5,11.6,5.8,7.9,213.0,Janvier 2006
SKODA,SUPERB 2.8L V6 (193ch),MSK1812FB473,3USTAMXX01FM5FM51W014O,ES,13,142.0,M 5,14.0,7.1,9.6,230.0,Janvier 2006
SKODA,SUPERB 2.8L V6 (193ch),MSK1812FC474,3USTAMXX01FM5FM51W014P,ES,13,142.0,M 5,14.1,7.2,9.7,233.0,Janvier 2006
SKODA,SUPERB 2.8L V6 (193ch) BVA,MSK3822F2069,3USTAMXX01FA5FA51V022P,ES,13,142.0,A 5,15.6,7.4,10.4,250.0,Janvier 2006
SMART,SMART FORFOUR 1.0L BM5,MST1004CG211,454323DC2CEAAZA00,ES,4,47.0,M 5,6.9,4.5,5.4,128.0,Janvier 2006
SMART,SMART FORFOUR 1.0L BM5,MST1004CH212,454323DC2CEAAZA01,ES,4,47.0,M 5,7.2,4.7,5.6,133.0,Janvier 2006
SMART,SMART FORFOUR 1.1L,MST1102CJ146,454323AC2CEAAZA00,ES,5,55.0,M 5,7.0,4.6,5.5,130.0,Janvier 2006
SMART,SMART FORFOUR 1.1L,MST1102CJ147,454323AC2CEAAZA01,ES,5,55.0,M 5,7.3,4.8,5.7,135.0,Janvier 2006
SMART,SMART FORFOUR 1.1L BA6,MST3104CT208,454323AC2EEAAZA00,ES,4,55.0,A 6,6.8,4.4,5.3,125.0,Janvier 2006
SMART,SMART FORFOUR 1.1L BA6,MST3104CU209,454323AC2EEAAZA01,ES,5,55.0,A 6,7.1,4.6,5.5,130.0,Janvier 2006
SMART,SMART FORFOUR 1.1L BA6,MST3104CV210,454323AC2EEAAZA11,ES,5,55.0,A 6,7.1,4.6,5.5,130.0,Janvier 2006
SMART,SMART FORFOUR 1.1L BM5,MST1104CM207,454323AC2CEAAZA11,ES,5,55.0,M 5,7.3,4.8,5.7,135.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BM5,MST1202C0215,4543231C2CDAAZA01,ES,6,70.0,M 5,7.7,5.0,6.0,143.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BM5,MST1202CZ214,4543231C2CDAAZA00,ES,6,70.0,M 5,7.4,4.8,5.8,138.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BM5,MST1204CU205,4543231C2CDAAZA11,ES,6,70.0,M 5,7.7,5.0,6.0,143.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BVA,MST3202C7216,4543231C2EFAAZA00,ES,5,70.0,A 6,7.3,4.6,5.6,133.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BVA,MST3202C8217,4543231C2EFAAZA01,ES,6,70.0,A 6,7.5,5.0,5.8,138.0,Janvier 2006
SMART,SMART FORFOUR 1.3L BVA,MST3204C1206,4543231C2EFAAZA11,ES,6,70.0,A 6,7.5,5.0,5.8,138.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (80kW) BM5,MST1302CD218,454323BC2CDAAZA00,ES,6,80.0,M 5,7.6,4.9,5.9,140.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (80kW) BM5,MST1302CE219,454323BC2CDAAZA10,ES,6,80.0,M 5,7.6,4.9,5.9,140.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (80kW) BVA,MST3302CL220,454323BC2DFAAZA00,ES,6,80.0,A 6,7.6,4.9,5.9,139.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (80kW) BVA,MST3302CM221,454323BC2DFAAZA10,ES,6,80.0,A 6,7.6,4.9,5.9,139.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (90kW),MST1402CJ153,454323CC2CDAAZA00,ES,7,90.0,M 5,8.2,5.2,6.3,149.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (90kW),MST1402CK154,454323CC2CDAAZA10,ES,7,90.0,M 5,8.2,5.2,6.3,149.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (90kW) BVA,MST3402CR155,454323CC2DFAAZA00,ES,7,90.0,A 6,8.3,5.2,6.4,151.0,Janvier 2006
SMART,SMART FORFOUR 1.5L (90kW) BVA,MST3402CS156,454323CC2DFAAZA10,ES,7,90.0,A 6,8.3,5.2,6.4,151.0,Janvier 2006
SMART,SMART FORFOUR BRABUS,MST1704CG213,4543244C2LGAAZA00,ES,10,130.0,M 5,8.9,5.6,6.8,159.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW),MST5004CC134,454320AC2FGAAZA00,GO,4,50.0,M 5,5.9,3.9,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW),MST5004CD135,454320AC2FGAAZA01,GO,4,50.0,M 5,6.3,4.1,4.8,126.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW) BA6,MST7004CR204,454320AC2GGAAZA11,GO,4,50.0,A 6,5.8,4.0,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW) BM5,MST5004CK203,454320AC2FGAAZA11,GO,4,50.0,M 5,6.3,4.1,4.8,126.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW) BVA,MST7004CL137,454320AC2GGAAZA00,GO,4,50.0,A 6,5.5,3.8,4.4,116.0,Janvier 2006
SMART,SMART FORFOUR CDI (50kW) BVA,MST7004CM138,454320AC2GGAAZA01,GO,4,50.0,A 6,5.8,4.0,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW),MST5204CQ128,4543201C2FGAAZA00,GO,5,70.0,M 5,5.9,3.9,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW),MST5204CR129,4543201C2FGAAZA01,GO,5,70.0,M 5,6.3,4.1,4.8,126.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW) BA6,MST7204C9202,4543201C2GGAAZA11,GO,5,70.0,A 6,5.8,4.0,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW) BM5,MST5204C2201,4543201C2FGAAZA11,GO,5,70.0,M 5,6.3,4.1,4.8,126.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW) BVA,MST7204C0132,4543201C2GGAAZA01,GO,5,70.0,A 6,5.8,4.0,4.6,121.0,Janvier 2006
SMART,SMART FORFOUR CDI (70kW) BVA,MST7204CZ131,4543201C2GGAAZA00,GO,5,70.0,A 6,5.5,3.8,4.4,116.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET (45kW) SOFTIP,MST1005DA177,MC011432C0MAAAZ200,ES,4,45.0,M 6,6.0,4.0,4.7,113.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET (45kW) SOFTIP,MST1005DB178,MC011432C0MAAAZ211,ES,4,45.0,M 6,6.1,4.2,4.9,118.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET (45kW) SOFTIP,MST1005DC179,MC011432C0MAAAZ212,ES,4,45.0,M 6,6.1,4.3,5.0,120.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET BRABUS (55kW),MST3105DT180,MC011433C0BBAAZ200,ES,4,55.0,A 6,6.5,4.6,5.3,127.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET CDI (30kW),MST5005DJ199,MC011400A0NCAAZ200,GO,3,30.0,M 6,3.9,3.1,3.4,90.0,Janvier 2006
SMART,SMART FORTWO CABRIOLET CDI (30kW),MST5005DK200,MC011400B0NCAAZ211,GO,3,30.0,M 6,4.0,3.3,3.6,95.0,Janvier 2006
SMART,SMART FORTWO COUPE (37kW) SOFTIP,MST1001DN162,MC011330C0MAAAZ200,ES,3,37.0,M 6,6.0,4.0,4.7,113.0,Janvier 2006
SMART,SMART FORTWO COUPE (37kW) SOFTIP,MST1001DP163,MC011330C0MAAAZ211,ES,4,37.0,M 6,6.1,4.2,4.9,118.0,Janvier 2006
SMART,SMART FORTWO COUPE (37kW) SOFTIP,MST1001DP164,MC011330C0MAAAZ212,ES,4,37.0,M 6,6.1,4.3,5.0,120.0,Janvier 2006
SMART,SMART FORTWO COUPE (45kW) SOFTIP,MST1001DT168,MC011332C0MAAAZ200,ES,4,45.0,M 6,6.0,4.0,4.7,113.0,Janvier 2006
SMART,SMART FORTWO COUPE (45kW) SOFTIP,MST1001DU169,MC011332C0MAAAZ211,ES,4,45.0,M 6,6.1,4.2,4.9,118.0,Janvier 2006
SMART,SMART FORTWO COUPE (45kW) SOFTIP,MST1001DV170,MC011332C0MAAAZ212,ES,4,45.0,M 6,6.1,4.3,5.0,120.0,Janvier 2006
SMART,SMART FORTWO COUPE BRABUS (55kW),MST3101DC171,MC011333C0BBAAZ200,ES,4,55.0,A 6,6.5,4.6,5.3,127.0,Janvier 2006
SMART,SMART FORTWO COUPE CDI (30kW) SOFTOUCH,MST5001D9197,MC011300A0NCAAZ200,GO,3,30.0,M 6,3.9,3.1,3.4,90.0,Janvier 2006
SMART,SMART FORTWO COUPE CDI (30kW) SOFTOUCH,MST5001DA198,MC011300B0NCAAZ211,GO,3,30.0,M 6,4.0,3.3,3.6,95.0,Janvier 2006
SMART,SMART ROADSTER (45kW),MST1005B0194,4522432C0MAAAZ201,ES,4,45.0,M 6,6.2,4.3,5.0,119.0,Janvier 2006
SMART,SMART ROADSTER (45kW),MST1005BP193,4522432C0MAAAZ200,ES,4,45.0,M 6,6.2,4.1,4.9,116.0,Janvier 2006
SMART,SMART ROADSTER (60kW),MST3105BH195,4522434C0BBAAZ200,ES,5,60.0,A 6,6.3,4.3,5.1,121.0,Janvier 2006
SMART,SMART ROADSTER (60kW),MST3105BJ196,4522434C0BBAAZ201,ES,5,60.0,A 6,6.5,4.5,5.2,124.0,Janvier 2006
SMART,SMART ROADSTER BRABUS,MST3305BU127,4522437C0BBAAZ200,ES,5,74.0,A 6,6.4,4.5,5.2,122.0,Janvier 2006
SMART,SMART ROADSTER COUPE (60kW),MST3105B0189,4522334C0BBAAZ200,ES,5,60.0,A 6,6.4,4.3,5.1,121.0,Janvier 2006
SMART,SMART ROADSTER COUPE (60kW),MST3105B1190,4522334C0BBAAZ201,ES,5,60.0,A 6,6.5,4.4,5.1,122.0,Janvier 2006
SMART,SMART ROADSTER COUPE BRABUS,MST3305BN120,4522337C0BBAAZ200,ES,5,74.0,A 6,6.4,4.5,5.2,122.0,Janvier 2006
SSANGYONG,KORANDO 290 TD,MSS6413BS207,KJH0M51XL2?1D,GO,8,88.0,M 5,11.4,6.5,8.3,222.0,Janvier 2006
SSANGYONG,KORANDO CABRIOLET 290 TD,MSS6413B8223,KJS0M51XL4?1D,GO,8,88.0,M 5,11.4,6.5,8.3,222.0,Janvier 2006
SSANGYONG,KYRON 200 XDi BVA,MSS8614EP632,DJAEPLAEC51,GO,9,104.0,A 5,10.6,7.1,8.4,217.0,Janvier 2006
SSANGYONG,KYRON 200 Xdi BVM,MSS6614EH631,DJAEPLAEC21,GO,9,104.0,M 5,9.9,6.3,7.7,197.0,Janvier 2006
